0.616;0.993
0.942;0.480
0.229;0.802
0.975;0.572
0.519;0.900
0.354;0.734
0.618;0.353
0.294;0.742
0.702;0.327
0.209;0.676
0.391;0.793
0.797;0.236
0.122;0.393
0.302;0.100
0.365;0.000
0.569;0.105
0.000;0.510
0.366;0.104
0.000;0.542
0.311;0.105
0.000;0.105
1.518;0.781
0.000;0.106
0.000;0.190
0.000;0.000
0.100;0.000
0.000;0.200
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.100;0.000
0.000;0.000
0.213;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.100
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.100
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.100;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.000
0.000;0.113
0.159;0.145
0.268;0.162
0.372;0.842
0.926;1.233
0.503;1.354
1.051;0.138
0.458;1.101
